TransactionDate,Amount,DayOfWeek,IsHoliday,IsWeekend
2019-09-20,1297.8,Saturday,0,1
2019-09-21,1572.8,Sunday,0,1
2019-09-22,2665,Monday,0,0
2019-09-23,288.5,Tuesday,0,0
2019-09-24,2656.8,Wednesday,0,0
2019-09-25,2828.8,Thursday,0,0
2019-09-26,2635.7,Friday,0,0
2019-09-27,1986.2,Saturday,0,1
2019-09-28,2006.9,Sunday,0,1
2019-09-29,2693.77,Monday,0,0
2019-09-30,2670.8,Tuesday,0,0
2019-10-01,2357.55,Wednesday,0,0
2019-10-02,2490.37,Thursday,0,0
2019-10-03,2889.8,Friday,0,0
2019-10-04,1779.2,Saturday,0,1
2019-10-05,2273.1,Sunday,0,1
2019-10-06,1747.6,Monday,0,0
2019-10-07,3400.7,Tuesday,0,0
2019-10-08,3394.2,Wednesday,0,0
2019-10-09,3407,Thursday,0,0
2019-10-10,3490.88,Friday,0,0
2019-10-11,2130.3,Saturday,0,1
2019-10-12,2842.3,Sunday,0,1
2019-10-13,3111,Monday,0,0
2019-10-14,3504.4,Tuesday,0,0
2019-10-15,2845.3,Wednesday,1,0
2019-10-16,3690.1,Thursday,0,0
2019-10-17,3712.5,Friday,0,0
2019-10-18,2508.2,Saturday,0,1
2019-10-19,2701.3,Sunday,0,1
2019-10-20,3586.6,Monday,0,0
2019-10-21,2934.2,Tuesday,0,0
2019-10-22,2989.3,Wednesday,0,0
2019-10-23,3507.1,Thursday,0,0
2019-10-24,3630.3,Friday,0,0
2019-10-25,88.5,Saturday,0,1
2019-10-26,2373.3,Sunday,0,1
2019-10-27,3479.2,Monday,0,0
2019-10-28,3649.9,Tuesday,0,0
2019-10-29,3553.18,Wednesday,0,0
2019-10-30,3673.6,Thursday,0,0
2019-10-31,3317.3,Friday,0,0
2019-11-01,2155.2,Saturday,0,1
2019-11-02,2132.7,Sunday,0,1
2019-11-03,2985.4,Monday,0,0
2019-11-04,3211.8,Tuesday,0,0
2019-11-05,3353.4,Wednesday,0,0
2019-11-06,2868.3,Thursday,0,0
2019-11-07,3150.8,Friday,0,0
2019-11-08,2568.8,Saturday,0,1
2019-11-09,9.7,Sunday,0,1
2019-11-10,3338.11,Monday,0,0
2019-11-11,3373.4,Tuesday,0,0
2019-11-12,3164.86,Wednesday,0,0
2019-11-13,3544.59,Thursday,0,0
2019-11-14,2540.3,Friday,0,0
2019-11-15,1863.2,Saturday,0,1
2019-11-16,1137.6,Sunday,0,1
2019-11-17,128.3,Monday,0,0
2019-11-18,1250.4,Tuesday,0,0
2019-11-19,1328.5,Wednesday,0,0
2019-11-20,1437.1,Thursday,0,0
2019-11-21,1567,Friday,0,0
2019-11-22,1378.7,Saturday,0,1
2019-11-23,1656.1,Sunday,0,1
2019-11-24,3210.2,Monday,0,0
2019-11-25,3179,Tuesday,0,0
2019-11-26,3128.8,Wednesday,0,0
2019-11-27,3109.48,Thursday,0,0
2019-11-28,2597,Friday,0,0
2019-11-29,1316.5,Saturday,0,1
2019-11-30,2007.3,Sunday,0,1
2019-12-01,2546,Monday,0,0
2019-12-02,2918.25,Tuesday,0,0
2019-12-03,2794.35,Wednesday,0,0
2019-12-04,2602.85,Thursday,0,0
2019-12-05,2716.37,Friday,0,0
2019-12-06,1895.7,Saturday,0,1
2019-12-07,1998,Sunday,0,1
2019-12-08,103.4,Monday,0,0
2019-12-09,3295.17,Tuesday,0,0
2019-12-10,2419.3,Wednesday,0,0
2019-12-11,3076.63,Thursday,0,0
2019-12-12,3032.28,Friday,0,0
2019-12-13,1982.6,Saturday,0,1
2019-12-14,1844,Sunday,0,1
2019-12-15,2276.87,Monday,0,0
2019-12-16,3258.58,Tuesday,0,0
2019-12-17,3077.7,Wednesday,0,0
2019-12-18,3143.9,Thursday,0,0
2019-12-19,2916.78,Friday,0,0
2019-12-20,1671.4,Saturday,0,1
2019-12-21,1856.2,Sunday,0,1
2019-12-22,2674.2,Monday,0,0
2019-12-23,3052.7,Tuesday,0,0
2019-12-24,2424.3,Wednesday,0,0
2019-12-25,2763.64,Thursday,0,0
2019-12-26,1698.7,Friday,0,0
2019-12-27,82.3,Saturday,0,1
2019-12-28,2147.1,Sunday,0,1
2019-12-29,3325.69,Monday,0,0
2019-12-30,2933.55,Tuesday,0,0
2019-12-31,4745.18,Wednesday,1,0
2020-01-01,2981.37,Thursday,0,0
2020-01-02,2666.09,Friday,0,0
2020-01-03,2259.2,Saturday,0,1
2020-01-04,2289.1,Sunday,0,1
2020-01-05,2933.5,Monday,0,0
2020-01-06,2926.5,Tuesday,0,0
2020-01-07,2926.4,Wednesday,0,0
2020-01-08,1775.02,Thursday,0,0
